,category,headline,authors,link,short_description,date
7539,WORLD NEWS,"U.S. Ambassador Apologizes After Denying Own Comments, Then Lying About Denial",Mary Papenfuss,https://www.huffingtonpost.com/entry/hoekstra-apologizes-for-dutch-interview_us_5a3ed525e4b025f99e178967,"“I made certain remarks in 2015 and regret the exchange during the “Nieuwsuur” interview.""",2017-12-24
7540,TRAVEL,Cycling Through Canada With the STIHL Tour des Trees,"Chuck Kellen, Contributor
Mechanical Engineer for STIHL Inc.",https://www.huffingtonpost.com/entry/post_us_5b9d62d8e4b03a1dcc875fe0,"The STIHL Tour des Trees started last night with a welcome dinner, bringing together all my friends from last year and more than 35 new cyclists ready to take on the Tour.",2013-07-31
7541,TRAVEL,5 Simple Ways To Give Back While Traveling,,https://www.huffingtonpost.com/entry/simple-ways-to-give-back_us_5b9da56ce4b03a1dcc8abd15,"We’d all love to go on a volunteer vacation, learn about the local culture and perhaps save the world. With the average American",2013-11-09
7542,TRAVEL,"The Best Road Trips From Houston, TX (PHOTOS)","Oyster.com, Contributor
The Hotel Tell-All",https://www.huffingtonpost.com/entry/the-best-road-trips-from-houston_us_5b9bed67e4b03a1dcc7b2e7b,One of Space City's greatest assets is its close proximity to some of the other most unique and cultured cities.,2012-07-18
7543,TRAVEL,"Sand Beach, Acadia National Park Is Our Destination Of The Day (PHOTOS)",,https://www.huffingtonpost.com/entry/sand-beach-in-acadia-national-park_us_5b9d634be4b03a1dcc87639c,"With its pinkish-white sand and aqua waters, Sand Beach is reminiscent of the strands on Bermuda. Comprised of finely ground",2013-07-30
7544,TRAVEL,A Touch Of France In Montana: The Redsun Labyrinth,"Ariel Bleth, Contributor
Freelance writer",https://www.huffingtonpost.com/entry/a-touch-of-france-in-montana_us_5b9c2361e4b03a1dcc7c902d,"For many, Montana is a place of open space, big sky, wilderness and the possibility of new discoveries and beginnings. So too is the labyrinth.",2012-08-20
7545,TRAVEL,"Rize, Turkey: Where Real Magic Happens by Meeting With Locals","Pam Grout, Contributor
Author, National Geographic's 100 Best Volunteer Vacations",https://www.huffingtonpost.com/entry/rize-turkey-where-real-ma_us_5b9df58ae4b03a1dcc8f882d,"Travel guidebooks have it all wrong. They tell us about hotels and restaurants and sights we don't want to miss. What they should tell us has but four words: ""Get to know a local.""",2014-04-03
7546,TRAVEL,Mountain Climbing On a Whim,"Julia Musto, Contributor
Editor-at-Large, New York University",https://www.huffingtonpost.com/entry/mountain-climbing-on-a-whim_us_5b9df6e9e4b03a1dcc8fa65d,"There's a Japanese proverb that states, ""Fall down seven times; stand up eight."" It's safe to say I fell at least 10 times during the climb up and down.",2014-04-10
7547,TRAVEL,6 Ways To Avoid Looking Like A Tourist Abroad,Lisa_Miller,https://www.huffingtonpost.com/entry/avoid-looking-like-a-tourist_us_5b9d8b09e4b03a1dcc89519e,6. Don't be a stereotype. 4. Learn the language. Make sure you know the temperature and clothing norms for the destinations,2013-09-26
7548,TRAVEL,Yoga Classes In Hawaii Are Gorgeous And Affordable,Gabriela Aoun,https://www.huffingtonpost.com/entry/yoga-classes-hawaii_us_5b9d94c7e4b03a1dcc89cd05,Kauai: Sheraton Poipu Lanai: Four Seasons Manele Bay Maui: Lumeria Maui Hawaii Island: Mauna Kea Resort Yoga is for everyone,2013-10-09
7549,WORLD NEWS,China Sets Stage For Indefinite Xi Tenure By Removing Term Limits,"Ben Blanchard and Sue-Lin Wong, Reuters",https://www.huffingtonpost.com/entry/china-xi-jinping-presidential-limit_us_5a929710e4b03b55731cfa5f,China’s ruling Communist Party has proposed scrapping a two-term limit on the presidency.,2018-02-25
7550,TRAVEL,"EccentriCities: Bingo Parties, Paella and Island Hopping in Oslo","Katherine LaGrave, ContributorTravel writer and photographer",https://www.huffingtonpost.com/entry/eccentricities-oslo_b_5264257.html,"Påskekrim is merely the tip of the proverbial iceberg, and Oslo is a city teeming with weirdly wonderful facts, traditions and travel opportunities -- characteristic, some might say, of a country that has the world's nicest prison and that developed one of the greatest foods known to man.",2014-05-07
7551,TRAVEL,"5 Things to Love About Jindabyne, Australia","Home Away, Contributor
HomeAway.com",https://www.huffingtonpost.com/entry/jindabyne-australia_us_5b9d5ff4e4b03a1dcc873334,"Nestled in picturesque surroundings amongst the Snowy Mountains in New South Wales, Jindabyne is known as the opening to the mountain range. The town sits along an expansive lake half the size of Sydney Harbour, which makes for a spectacular sight.",2013-07-26
7552,TRAVEL,The World's Best Summertime Destinations,"Julia Pond, Contributor
Managing Editor, Trip.com",https://www.huffingtonpost.com/entry/the-worlds-best-summertim_us_5b9d46f7e4b03a1dcc863d15,"Fireworks displays, Slip 'N Slides and soft serve ice cream: summer's here. Check out the best seasonal destinations.",2013-06-27
7553,TRAVEL,Handling the Masses at the Vatican,"Rick Steves, ContributorAuthor of European travel guidebooks and host of travel shows ...",https://www.huffingtonpost.com/entry/handling-the-masses-at-th_b_5462410.html,,2014-06-06
7554,TRAVEL,"Bryan Habana, South African Rugby Player, Races Airbus A380, Wins, In Stunt For British Airways (VIDEO)",Ryan Grenoble,https://www.huffingtonpost.com/entry/man-races-airbus-a380-airplane_us_5b9d6606e4b03a1dcc87851a,"WATCH the race, above. In a second feat, Habana was joined by his fellow teammate Jean De Villiers, and Chris Robshaw, an",2013-08-01
7555,TRAVEL,Amazing Bars In Barcelona (PHOTOS),"Party Earth, Contributor
Contributor",https://www.huffingtonpost.com/entry/amazing-bars-in-barcelona_us_5b9cf201e4b03a1dcc832a1b,"Wine bars, whiskey bars, cocktail bars, sports bars, beer halls, and pre-game-for-the-club bars all can be found with ease. Heck, there are even beach bars where you can swim off the last round.",2013-03-20
7556,TRAVEL,"Memorial Day Travel 2013: More Americans Taking Time Off To Travel, According To TripAdvisor Survey",,https://www.huffingtonpost.com/entry/memorial-day-travel-2013_us_5b9d2a4de4b03a1dcc8510a6,"The findings represent a positive move towards more balanced lifestyles, particularly after a quarter of American workers",2013-05-15
7557,TRAVEL,Visiting Japan's World Famous Snow Monkeys (PHOTOS),"Kevin Richberg, Contributor
Travel Writer, Videographer, Documentary Filmmaker",https://www.huffingtonpost.com/entry/japan-snow-monkey-visit_us_5b9cb3dce4b03a1dcc8103b0,"What most travelers might not realize is that these fascinating creatures, the northernmost primates in the world aside from humans, can actually be viewed by any visitor to Japan.",2013-01-11
7558,TRAVEL,Holiday Vacation Hacks To Keep You Sane,,https://www.huffingtonpost.com/entry/holiday-vacation-hacks_us_5b9db243e4b03a1dcc8b9e01,"2) Set aside some time to ""work"" 5) Schedule a detox day If the work excuse doesn't work on your family, book yourself some",2013-12-10
7559,TRAVEL,How Do Foreign Tourists Rate The U.S.? Two Londoners Dish Some Dirt,"Peter Mandel, Contributor
Washington Post contributor, children's book author",https://www.huffingtonpost.com/entry/how-do-foreign-tourists-r_us_5b9ceb5ce4b03a1dcc82f314,"It's high time, I think, that we stopped forcing everyone to pore over our own vacation albums and, for once, take a peek at theirs. For example, what do tourists from abroad think of traveling here? Are they keen on American food, comfy in our hotels? Do they find it tricky getting around?",2013-03-15
7560,TRAVEL,How To Get The Most Out Of European Rail Passes,"EuroCheapo, Contributor
European budget travel guides",https://www.huffingtonpost.com/entry/should-you-buy-a-rail-pas_us_5b9bed1be4b03a1dcc7b2c14,"Once you've settled into your seat aboard one of Europe's fine trains, let go of your buyer's remorse and enjoy the ride.",2012-07-02
7561,WORLD NEWS,Uhuru Kenyatta Re-Elected As President Of Kenya,,https://www.huffingtonpost.com/entry/uhuru-kenyatta-re-elected_us_598e0e4ee4b0909642970745,"The opposition has rejected the election result, claiming the process was undermined by fraud.",2017-08-11
7562,TRAVEL,A Chef's Road Trip: Overnight In New Orleans (PHOTOS),"Craig Deihl, Contributor
Executive Chef, Cypress",https://www.huffingtonpost.com/entry/a-chefs-road-trip-overnig_us_5b9c7d03e4b03a1dcc7f1e55,"After a drive through the Deep South, I arrived in New Orleans just in time for Halloween in the French Quarter.",2012-11-07
7563,TRAVEL,"Why We Love the Window Seat, Part 2 (Photos)","Elizabeth Thorp, Contributor
Journalist, Traveler, Actor, Activist",https://www.huffingtonpost.com/entry/photos-why-we-love-the-wi_us_5b9c59cfe4b03a1dcc7df923,"If you liked our first window seat gallery, check out our second installment of stunning window seat photos here:",2012-09-28
7564,WORLD NEWS,The Climate Bomb Lurking Under Arctic Permafrost,"Brian Owens, Arctic Deeply",https://www.huffingtonpost.com/entry/the-climate-bomb-lurking-under-arctic-permafrost_us_598391f2e4b041356ebed2d3,New research aims to better understand how much methane – a potent greenhouse gas – is burbling to the surface of the Mackenzie,2017-08-03
7565,TRAVEL,Party Poolside Back at the Hotel,"Rick Steves, Contributor
Contributor",https://www.huffingtonpost.com/entry/party-poolside-back-at-th_us_5b9d0cbfe4b03a1dcc840a14,"The typical American traveler to Cairo will need a refuge. While I like to think I'm a rugged traveler, to be honest, I'm able to thoroughly enjoy Cairo only because I have the refuge of a towering international-class hotel.",2013-04-16
7566,TRAVEL,Dreaming of Namibian Adventure? Don't Miss This Day Trip of a Lifetime (Photo-essay),"Susan Portnoy, ContributorThe Insatiable Traveler",https://www.huffingtonpost.com/entry/headed-for-namibia-dont-m_b_7222354.html,"In a remote section of Namibia's Koakveld, a coastal desert in the country's northwest, sits Hoanib Skeleton Coast Camp, a new, state-of-the-art accommodation that offers its guests a day-trip unlike any other.",2015-05-07
7567,WORLD NEWS,Puerto Ricans Are Running Out Of Money Because Banks Are Closed,Willa Frej,https://www.huffingtonpost.com/entry/puerto-ricans-money-banks_us_59ccbe0ce4b05063fe0f386f,The island is mostly still without power.,2017-09-28
7568,TRAVEL,Cambodia For Beginners,"Fodor's, Contributor
Fodors.com",https://www.huffingtonpost.com/entry/the-starter-kit-to-cambodia_us_5b9c5efde4b03a1dcc7e2b7b,"Last year, an estimated 1.6 million foreigners descended on the little northwestern city of Siem Reap -- most of them arriving to see the Angkor Temple Complex.",2012-10-10
7569,TRAVEL,World's Weirdest Travel Gadgets (PHOTOS),"Travel + Leisure, Contributor
TravelandLeisure.com",https://www.huffingtonpost.com/entry/worlds-weirdest-travel-ga_us_5b9d468ce4b03a1dcc86334f,"These days, it seems there's a quirky product for very type of traveler: the germaphobe, the security freak, the easily bored, and many, many more.",2013-06-19
7570,TRAVEL,"US Travel Industry, Rosanne Cash Launch First 'Discover America' Ad Campaign",,https://www.huffingtonpost.com/entry/us-travel-industry-rosann_us_5b9b9b39e4b03a1dcc78fec8,"Walt Disney Company, Marriott and Best Western have all chipped in $1 million each in financing as well, Bloomberg reports",2012-04-23
7571,WORLD NEWS,Egypt Cancels Kushner Meeting With Minister After U.S. Pulls Aid,,https://www.huffingtonpost.com/entry/us-egypt-relations_us_599d4f33e4b0d8dde99a0127,,2017-08-23
7572,TRAVEL,For the First Time in Forever... I Did Not Enjoy My Vacation to Disney World,"Christy Heitger-Ewing, ContributorAuthor and freelance writer",https://www.huffingtonpost.com/entry/for-the-first-time-in-forever-i-did-not-enjoy-disney-world_b_6261760.html,"Just so we're clear, I've been a humongous Disney fan ever since I was a kid. I've probably visited Mickey's playground three dozen times in the past several decades, and for so long it really did seem like the most magical place on Earth. But no more.",2014-12-03
7573,TRAVEL,Where To Find The World's Most Significant Hotel Discounts (PHOTOS),,https://www.huffingtonpost.com/entry/where-to-find-the-worlds_us_5b9b729ce4b03a1dcc77a17f,"""The Arab Spring protests and war in Libya hit prices across the Middle East and North Africa with rates falling in Egypt",2012-03-14
7574,WORLD NEWS,Baghdad Bomb Blasts Kill 20 And Wound 80 During Ramadan,,https://www.huffingtonpost.com/entry/baghdad-bombings_us_592d4150e4b053f2d2adf22a,The attackers struck during the Muslim holy month of Ramadan when many people stay up past midnight and eat out to prepare for the next day’s fast.,2017-05-30
7575,TRAVEL,Kitschy And Cool Hotel Bars (PHOTOS),"Oyster.com, Contributor
The Hotel Tell-All",https://www.huffingtonpost.com/entry/top-kitschy-and-cool-hote_us_5b9b5ea4e4b03a1dcc76fe95,"So we've shuffled through the clutter to find the top 10 hotel bars that, despite (or because) of being themed, are super cool.",2012-02-24
7576,TRAVEL,What NOT To Do In Italy,"Fodor's, Contributor
Fodors.com",https://www.huffingtonpost.com/entry/what-not-to-do-in-italy_us_5b9cb436e4b03a1dcc8109be,"The more time you spend in Italy, the more you'll notice that Italians love telling you what to do... whether you ask them for advice or not. Here's a quick rundown of what NOT to do.",2013-01-16
7577,TRAVEL,Travel Expert Shares Insights On Babymoons Ahead Of 'What To Expect' (PHOTOS),,https://www.huffingtonpost.com/entry/travel-expert-shares-insi_us_5b9bb9b4e4b03a1dcc79e104,Some more advice: Keep in mind that cruise companies and airlines do have restrictions on when pregnant women can travel,2012-05-17
7578,WORLD NEWS,A Sex Scandal Is Threatening The Future Of Australia's Governing Coalition,Josh Butler,https://www.huffingtonpost.com/entry/australia-politicians-sex-staff_us_5a8611abe4b004fc31906bec,"Barnaby Joyce's affair ""appalled all of us,"" Prime Minister Malcolm Turnbull said.",2018-02-16
7579,TRAVEL,Chef David Myers' Hong Kong :: Episode 2,"Christian Remde, Contributor
Co-Founder, Palate Films",https://www.huffingtonpost.com/entry/chef-david-myers-hong-kon_us_5b9d6300e4b03a1dcc876295,See what happens when Chef David Myers visits some of the new boutique shops that have sprung up in Hong Kong.,2013-08-01
7580,WORLD NEWS,North Korea Claims To Have Built An Advanced Hydrogen Bomb,"Jack Kim, Reuters",https://www.huffingtonpost.com/entry/north-korea-says-built-hydrogen-bomb_us_59ab4580e4b0dfaafcf0de5b,"Leader Kim Jong Un inspected the bomb, which can be mounted to an intercontinental ballistic missile.",2017-09-03
