headline,authors,link,short_description,date,c_id
9 sexy hotels for valentine's day,"rachel greenberg, contributor
founder of suitcase secrets and freelance journalist",https://www.huffingtonpost.com/entry/valentines-day-romantic-hotels_us_5b9cc0bce4b03a1dcc8182ac,"9 sexy hotels for valentine's dayin an effort to appeal to u.s. travelers who may be taking advantage of the long weekend, hotels and resorts are pulling out all the stops to make your valentine's day trip a memorable one.",2013-02-07,1
17 signs you're actually addicted to the ocean,carla herreria,https://www.huffingtonpost.com/entry/addicted-to-the-ocean_us_5b9dd13ee4b03a1dcc8d3cda,"17 signs you're actually addicted to the oceani.just.need.it. 4. words cannot express how much you love summer. and when you get there, this beach dance is completely",2014-01-26,1
hotel room hacks,"travelzoo, contributor
a global internet media company and trusted publisher of trave...",https://www.huffingtonpost.com/entry/hotel-room-hacks_us_5b9d77bee4b03a1dcc885cfc,"hotel room hacksthese hotel-room hacks will help you transform your sleeping space into a place to keep off extra weight, keep up with your inbox, or keep your kids safe and entertained.",2013-08-27,1
protest leader nikol pashinian elected prime minister of armenia,"margarita antidze and hasmik mkrtchyan, reuters",https://www.huffingtonpost.com/entry/armenia-prime-minister-election_us_5af17239e4b0c4f193267607,"protest leader nikol pashinian elected prime minister of armenialast week, a majority of lawmakers rejected his candidacy.",2018-05-08,0
ten reasons to love pennsylvania,"judith fein, contributor
travel journalist, author, inspirational speaker, film/opera/d...",https://www.huffingtonpost.com/entry/ten-reasons-to-love-penns_us_5b9d3244e4b03a1dcc8565a4,"ten reasons to love pennsylvania""you're going to pennsylvania?"" our friends asked. ""you're usually flying off to some destination we've never heard of, but the state named after william penn? why pennsylvania?""",2013-05-24,1
the best dive bars to spend st. patrick's day,"clint lanier and derek hembree, contributorspirit writers and authors of bucket list bars: historic saloo...",https://www.huffingtonpost.com/entry/the-best-dive-bars-to-spend-st-patricks-day-at_us_58bfac3ee4b0c3276fb77f59,"the best dive bars to spend st. patrick's dayif youâre not close to one of these, then go explore the dives in your city!",2017-03-11,1
pokã©mon travel posters will thrill 90s kids (photos),lisa_miller,https://www.huffingtonpost.com/entry/pokemon-travel-posters_us_5b9d4d6ee4b03a1dcc867088,pokã©mon travel posters will thrill 90s kids (photos)los angeles-based little pixel posters will take you on an imaginary journey there. her pokã©mon travel posters make it possible,2013-06-27,1
cruising the galapagos islands is a voyage back in time,"george hobica, contributorsyndicated travel journalist and founder of airfarewatchdog.com",https://www.huffingtonpost.com/entry/cruising-the-galapagos-is_b_6237894.html,"cruising the galapagos islands is a voyage back in timeour rubber craft landed on the rocky shore of this island, one of several the ship visits on its various itineraries, and we were immediately greeted by a troop of sea lions, one of which plopped down on the path in front of us, blocking our way -- not menacingly, just lazily.",2014-11-28,1
iranian women to u.s.: our protest isnât about the hijab. it is about freedom.,rowaida abdelaziz,https://www.huffingtonpost.com/entry/iranian-women-hijab-protest-freedom_us_5a70db36e4b0be822ba12de2,iranian women to u.s.: our protest isnât about the hijab. it is about freedom.âwe are fighting for freedom to choose to wear or not wear hijab. our fight is against compulsion. our fight is for freedom of choice.â,2018-01-30,0
"the new, and frankly much better, braniff: lan airlines to the galã¡pagos","richard bangs, contributor
author, producer, travel & technology pioneer, co-founder moun...",https://www.huffingtonpost.com/entry/the-new-and-frankly-much_us_5b9d05d3e4b03a1dcc83d155,"the new, and frankly much better, braniff: lan airlines to the galã¡pagosthe next day i join the carrs for tours of the charles darwin research station (a short walk from the red mangrove), to a lava tunnel the size of a subway, to a giant tortoise preserve, and the beach at el garrapatero parque nacional for sunset.",2013-04-09,1
"26 cheap things to do, eat and see in new orleans","viator, contributor
tours and activities around the world",https://www.huffingtonpost.com/entry/new-orleans-travel_us_5b9c0c5ae4b03a1dcc7bffb2,"26 cheap things to do, eat and see in new orleansure you can drop a wad of cash in the big easy, but it's not necessary. here are 26 cheap -- and free! -- things to do, eat, and see in new orleans that won't bankrupt your vacation.",2013-08-05,1
what it takes to get the new york giants to an away game,emi boscamp,https://www.huffingtonpost.com/entry/new-york-giants-travel_us_5b9d6eece4b03a1dcc87f1a8,"what it takes to get the new york giants to an away gamethe suite life? depending on where they're going, phelan said, the giants reserve up to 200 rooms in a hotel, with enough",2013-09-08,1
forget brunch: 5 unique ideas for a mother's day celebration,"oyster.com, contributor
the hotel tell-all",https://www.huffingtonpost.com/entry/forget-brunch-5-unique-id_us_5b9d2291e4b03a1dcc84c2c0,forget brunch: 5 unique ideas for a mother's day celebrationit happens every year -- suddenly it's may and you have no idea what to do for mother's day. we've got you covered.,2013-05-06,1
amid the ash of italy's pompeii alternative (photos),"robert schrader, contributor
writer, photographer, world traveler",https://www.huffingtonpost.com/entry/the-alternapompeii_us_5b9bf3ffe4b03a1dcc7b53fd,"amid the ash of italy's pompeii alternative (photos)though ercolano is slightly further from mount vesuvius than pompeii, it is arguably better preserved.",2012-07-09,1
disney's d23 expo: richard m. sherman & alan menken - together again... for the first time!,"chuck mirarchi, contributor
disney writer and historian, disunplugged.com",https://www.huffingtonpost.com/entry/disneys-d23-expo-richard_us_5b9d69f2e4b03a1dcc87bac5,"disney's d23 expo: richard m. sherman & alan menken - together again... for the first time!disney's d23 expo, which is taking place august 9-11 at the anaheim convention center in california, offers visitors an immersive weekend into every aspect of the walt disney company.",2013-08-09,1
north korea just launched an icbm. here's what experts think could happen next.,jesselyn cook,https://www.huffingtonpost.com/entry/north-korea-icbm-missile-explainer_us_595d1a63e4b02734df3591e0,"north korea just launched an icbm. here's what experts think could happen next.monday's missile test shouldn't come as a surprise, but it does signal alarming progress.",2017-07-06,0
the u.s. is giving $32 million to assist rohingya refugees,willa frej,https://www.huffingtonpost.com/entry/us-32-million-rohingya_us_59c2637ae4b087fdf509690a,the u.s. is giving $32 million to assist rohingya refugeesit's the trump administration's first show of support for the persecuted minority.,2017-09-20,0
5 bags that fit the new carry-on suggestions (photos),"travel + leisure, contributortravelandleisure.com",https://www.huffingtonpost.com/entry/five-bags-that-fit-the-ne_b_7673450.html,"5 bags that fit the new carry-on suggestions (photos)last week, the international air transport association ruined every maximalist packer's day by recommending new, smaller carry-on sizes -- the idea being to maximize overhead space, so that every passenger has room to store a bag.",2015-06-29,1
elan gale's viral airplane twitter fight may have been a hoax,hunter stuart,https://www.huffingtonpost.com/entry/elan-gale-hoax-twitter-airplane-fight-diane_us_5b9db18de4b03a1dcc8b9299,"elan gale's viral airplane twitter fight may have been a hoaxhere is diana sitting in a chair pic.twitter.com/oe5q7j8dhr â elan gale (@theyearofelan) december 3, 2013 the saga began",2013-12-03,1
'riding the dog': coast-to-coast by greyhound bus,"peter mandel, contributor
washington post contributor, children's book author",https://www.huffingtonpost.com/entry/riding-the-dog-coasttocoa_us_5b9b6563e4b03a1dcc77381e,'riding the dog': coast-to-coast by greyhound buswhy would you ride on greyhound instead of driving -- or grabbing a train or plane?,2012-03-02,1
what really goes on inside nudist resorts,"justluxe, contributor
the affluent lifestyle guide",https://www.huffingtonpost.com/entry/nudist-resort-guide_us_5b9d288be4b03a1dcc84fd85,"what really goes on inside nudist resortswhile the term 'clothing optional' may have different definitions at different nudist resorts, there is one practice that seems to be standard across the board: all guests must sit on a towel when nude. i'm sure the maid staff and cleaning crew are appreciative of that.",2013-05-16,1
where to go in december: 20 places to travel now,"viator, contributor
tours and activities around the world",https://www.huffingtonpost.com/entry/where-to-go-in-december-2_us_5b9db2ace4b03a1dcc8ba335,"where to go in december: 20 places to travel nowwith the holiday season under way and christmas and the new year just around the corner, december is the perfect time to dust off your passport and celebrate in style.",2013-12-05,1
a dc tour must-see: the george washington masonic memorial,"halle eavelyn, contributor
transformational coach, author, speaker, tour leader",https://www.huffingtonpost.com/entry/a-dc-tour-mustsee-the-geo_us_5b9d4ca2e4b03a1dcc8666c6,a dc tour must-see: the george washington masonic memoriala visit to the george washington masonic memorial is an unexpected glimpse into both the private life and the deep spiritual leanings of the father of our country.,2013-06-26,1
13 of the best men's duffel bags for your weekend travels,brittany nims,https://www.huffingtonpost.com/entry/the-best-mens-duffel-bags-for-your-weekend-travels_us_5aaafa64e4b0337adf82657b,13 of the best men's duffel bags for your weekend travelsdurable weekend duffel bags that'll get you there.,2018-03-16,1
